year,state,control,governor_party,legislature_control,legislature_seats,house_seats,house_dem,house_rep,house_vacant,house_other,senate_seats,senate_dem,senate_rep,senate_vacant,senate_other,unicameral_seats,unicameral_dem,unicameral_rep,unicameral_vacant,unicameral_other
2015,Oregon,Dem,Dem,Dem,90,60,35,25,0,0,30,18,12,0,0,0,0,0,0,0
2015,Pennsylvania,Divided,Dem,Rep,253,203,83,119,1,0,50,20,30,0,0,0,0,0,0,0
2015,Rhode Island,Dem,Dem,Dem,113,75,63,11,0,1,38,32,5,0,1,0,0,0,0,0
2015,South Carolina,Rep,Rep,Rep,170,124,46,78,0,0,46,18,28,0,0,0,0,0,0,0
2015,South Dakota,Rep,Rep,Rep,105,70,12,58,0,0,35,8,27,0,0,0,0,0,0,0
2015,Tennessee,Rep,Rep,Rep,132,99,26,73,0,0,33,5,28,0,0,0,0,0,0,0
2015,Texas,Rep,Rep,Rep,181,150,50,97,3,0,31,11,20,0,0,0,0,0,0,0
2015,Utah,Rep,Rep,Rep,104,75,12,63,0,0,29,5,24,0,0,0,0,0,0,0
2015,Vermont,Dem,Dem,Dem,180,150,85,53,0,12,30,21,9,0,0,0,0,0,0,0
2015,Virginia,Divided,Dem,Rep,140,100,32,67,0,1,40,19,21,0,0,0,0,0,0,0
2015,Washington,Divided,Dem,Split,147,98,51,47,0,0,49,24,25,0,0,0,0,0,0,0
2015,West Virginia,Divided,Dem,Rep,134,100,36,64,0,0,34,16,18,0,0,0,0,0,0,0
2015,Wisconsin,Rep,Rep,Rep,132,99,36,63,0,0,33,14,18,0,1,0,0,0,0,0
2015,Wyoming,Rep,Rep,Rep,90,60,9,51,0,0,30,4,26,0,0,0,0,0,0,0
2015,District of Columbia,N/A,N/A,Dem,13,0,0,0,0,0,0,0,0,0,0,13,11,0,0,2
2015,Guam,Divided,NULL,Dem,15,0,0,0,0,0,0,0,0,0,0,15,9,6,0,0
2015,Mariana Islands,Divided,NULL,Split,29,20,4,5,0,11,9,1,5,0,3,0,0,0,0,0
2015,Puerto Rico,PDP,PDP,PDP,78,51,28,23,0,0,27,18,8,0,1,0,0,0,0,0
2015,Virgin Islands,N/A,NULL,N/A,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15
