year,state,control,governor_party,legislature_control,legislature_seats,house_seats,house_dem,house_rep,house_vacant,house_other,senate_seats,senate_dem,senate_rep,senate_vacant,senate_other,unicameral_seats,unicameral_dem,unicameral_rep,unicameral_vacant,unicameral_other
2016,Michigan,Rep,Rep,Rep,148,110,46,63,1,0,38,11,27,0,0,0,0,0,0,0
2016,Minnesota,Divided,Dem,Split,201,134,61,73,0,0,67,39,28,0,0,0,0,0,0,0
2016,Mississippi,Rep,Rep,Rep,174,122,48,74,0,0,52,20,32,0,0,0,0,0,0,0
2016,Missouri,Divided,Dem,Rep,197,163,45,116,1,1,34,8,24,2,0,0,0,0,0,0
2016,Montana,Divided,Dem,Rep,150,100,41,59,0,0,50,21,29,0,0,0,0,0,0,0
2016,Nebraska,N/A,Rep,N/A,49,0,0,0,0,0,0,0,0,0,0,49,0,0,0,49
2016,Nevada,Rep,Rep,Rep,63,42,17,25,0,0,21,10,11,0,0,0,0,0,0,0
2016,New Hampshire,Divided,Dem,Rep,424,400,160,239,0,1,24,10,14,0,0,0,0,0,0,0
2016,New Jersey,Divided,Rep,Dem,120,80,52,28,0,0,40,24,16,0,0,0,0,0,0,0
2016,New Mexico,Divided,Rep,Split,112,70,33,37,0,0,42,24,18,0,0,0,0,0,0,0
2016,New York,Dem,Dem,Dem,213,150,106,42,1,1,63,32,31,0,0,0,0,0,0,0
2016,North Carolina,Rep,Rep,Rep,170,120,45,74,0,1,50,16,34,0,0,0,0,0,0,0
2016,North Dakota,Rep,Rep,Rep,141,94,23,71,0,0,47,15,32,0,0,0,0,0,0,0
2016,Ohio,Rep,Rep,Rep,132,99,34,65,0,0,33,10,23,0,0,0,0,0,0,0
2016,Oklahoma,Rep,Rep,Rep,149,101,30,71,0,0,48,9,39,0,0,0,0,0,0,0
2016,Oregon,Dem,Dem,Dem,90,60,35,25,0,0,30,18,12,0,0,0,0,0,0,0
2016,Pennsylvania,Divided,Dem,Rep,253,203,84,119,0,0,50,19,30,1,0,0,0,0,0,0
2016,Rhode Island,Dem,Dem,Dem,113,75,63,11,0,1,38,32,5,0,1,0,0,0,0,0
2016,South Carolina,Rep,Rep,Rep,170,124,46,78,0,0,46,18,27,1,0,0,0,0,0,0
2016,South Dakota,Rep,Rep,Rep,105,70,12,58,0,0,35,8,27,0,0,0,0,0,0,0
2016,Tennessee,Rep,Rep,Rep,132,99,26,73,0,0,33,5,28,0,0,0,0,0,0,0
2016,Texas,Rep,Rep,Rep,181,150,49,98,2,1,31,11,20,0,0,0,0,0,0,0
2016,Utah,Rep,Rep,Rep,104,75,12,63,0,0,29,5,24,0,0,0,0,0,0,0
2016,Vermont,Dem,Dem,Dem,180,150,85,53,0,12,30,21,9,0,0,0,0,0,0,0
2016,Virginia,Divided,Dem,Rep,140,100,34,66,0,0,40,19,21,0,0,0,0,0,0,0
2016,Washington,Divided,Dem,Split,147,98,50,48,0,0,49,24,25,0,0,0,0,0,0,0
2016,West Virginia,Divided,Dem,Rep,134,100,36,64,0,0,34,16,18,0,0,0,0,0,0,0
2016,Wisconsin,Rep,Rep,Rep,132,99,36,63,0,0,33,14,19,0,0,0,0,0,0,0
2016,Wyoming,Rep,Rep,Rep,90,60,9,51,0,0,30,4,26,0,0,0,0,0,0,0
2016,District of Columbia,N/A,N/A,Dem,13,0,0,0,0,0,0,0,0,0,0,13,11,0,0,2
2016,Guam,Divided,NULL,Dem,15,0,0,0,0,0,0,0,0,0,0,15,10,5,0,0
2016,Mariana Islands,Divided,NULL,Split,29,20,0,7,0,13,9,0,6,0,3,0,0,0,0,0
2016,Puerto Rico,PDP,PDP,PDP,78,51,28,23,0,0,27,18,8,0,1,0,0,0,0,0
2016,Virgin Islands,N/A,NULL,N/A,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15
