year,state,control,governor_party,legislature_control,legislature_seats,house_seats,house_dem,house_rep,house_vacant,house_other,senate_seats,senate_dem,senate_rep,senate_vacant,senate_other,unicameral_seats,unicameral_dem,unicameral_rep,unicameral_vacant,unicameral_other
2017,Montana,Divided,Dem,Rep,150,100,41,59,0,0,50,18,32,0,0,0,0,0,0,0
2017,Nebraska,N/A,Rep,N/A,49,0,0,0,0,0,0,0,0,0,0,49,0,0,0,49
2017,Nevada,Divided,Rep,Dem,63,42,27,15,0,0,21,11,9,0,1,0,0,0,0,0
2017,New Hampshire,Rep,Rep,Rep,424,400,175,225,0,0,24,10,14,0,0,0,0,0,0,0
2017,New Jersey,Divided,Rep,Dem,120,80,52,28,0,0,40,24,16,0,0,0,0,0,0,0
2017,New Mexico,Divided,Rep,Dem,112,70,38,32,0,0,42,26,16,0,0,0,0,0,0,0
2017,New York,Dem,Dem,Dem,213,150,107,43,0,0,63,32,31,0,0,0,0,0,0,0
2017,North Carolina,Divided,Dem,Rep,170,120,46,74,0,0,50,15,35,0,0,0,0,0,0,0
2017,North Dakota,Rep,Rep,Rep,141,94,13,81,0,0,47,9,38,0,0,0,0,0,0,0
2017,Ohio,Rep,Rep,Rep,132,99,33,66,0,0,33,9,24,0,0,0,0,0,0,0
2017,Oklahoma,Rep,Rep,Rep,149,101,26,75,0,0,48,6,42,0,0,0,0,0,0,0
2017,Oregon,Dem,Dem,Dem,90,60,35,25,0,0,30,17,13,0,0,0,0,0,0,0
2017,Pennsylvania,Divided,Dem,Rep,253,203,81,122,0,0,50,16,34,0,0,0,0,0,0,0
2017,Rhode Island,Dem,Dem,Dem,113,75,64,10,0,1,38,33,5,0,0,0,0,0,0,0
2017,South Carolina,Rep,Rep,Rep,170,124,44,80,0,0,46,18,28,0,0,0,0,0,0,0
2017,South Dakota,Rep,Rep,Rep,105,70,10,60,0,0,35,6,29,0,0,0,0,0,0,0
2017,Tennessee,Rep,Rep,Rep,132,99,25,74,0,0,33,5,28,0,0,0,0,0,0,0
2017,Texas,Rep,Rep,Rep,181,150,56,94,0,0,31,11,20,0,0,0,0,0,0,0
2017,Utah,Rep,Rep,Rep,104,75,13,62,0,0,29,5,24,0,0,0,0,0,0,0
2017,Vermont,Divided,Rep,Dem,180,150,91,53,0,6,30,23,7,0,0,0,0,0,0,0
2017,Virginia,Divided,Dem,Rep,140,100,34,66,0,0,40,19,21,0,0,0,0,0,0,0
2017,Washington,Dem,Dem,Dem,147,98,50,48,0,0,49,25,24,0,0,0,0,0,0,0
2017,West Virginia,Divided,Dem,Rep,134,100,37,63,0,0,34,12,22,0,0,0,0,0,0,0
2017,Wisconsin,Rep,Rep,Rep,132,99,35,64,0,0,33,13,20,0,0,0,0,0,0,0
2017,Wyoming,Rep,Rep,Rep,90,60,9,51,0,0,30,3,27,0,0,0,0,0,0,0
2017,District of Columbia,N/A,N/A,Dem,13,0,0,0,0,0,0,0,0,0,0,13,12,0,0,1
2017,Guam,Divided,NULL,Dem,15,0,0,0,0,0,0,0,0,0,0,15,10,5,0,0
2017,Mariana Islands,Divided,NULL,Split,29,20,0,7,0,13,9,0,6,0,3,0,0,0,0,0
2017,Puerto Rico,NPP,NPP,NPP,81,51,16,34,0,1,30,7,21,0,2,0,0,0,0,0
2017,Virgin Islands,N/A,NULL,N/A,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15
